Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference,Android_Level_Guessed,build,Year_Phone_Release,Month_Phone_Release,checker
Sprint,LG,Nexus 5,2016-10-03,2016-10-01,2,True,M4B30X,2013,10,01
Sprint,LG,Nexus 5x,2015-12-07,2015-12-01,6,True,MMB29K,2015,9,01
Sprint,LG,Nexus 5x,2016-01-04,2016-01-01,3,True,MMB29P,2015,9,01
Sprint,LG,Nexus 5x,2016-02-01,2016-02-01,0,False,MMB29Q,2015,9,01
Sprint,LG,Nexus 5x,2016-04-01,2016-03-01,31,True,MHC19Q,2015,9,01
Sprint,LG,Nexus 5x,2016-05-02,2016-04-01,31,False,MTC19T,2015,9,01
Sprint,LG,Nexus 5x,2016-06-06,2016-06-01,5,True,MTC19V,2015,9,01
Sprint,LG,Nexus 5x,2016-07-06,2016-07-01,5,True,MTC19Z,2015,9,01
Sprint,LG,Nexus 5x,2016-08-22,2016-08-01,21,True,NRD90M,2015,9,01
Sprint,LG,Nexus 5x,2016-10-03,2016-10-01,2,True,NBD90W,2015,9,01
Sprint,LG,Tribute Dynasty,2018-05-29,2018-05-01,28,False,SP20011C,2018,1,01
Sprint,LG,Tribute Dynasty,2018-10-30,2018-10-01,29,True,SP20015a,2018,1,01
Sprint,LG,Tribute Dynasty,2019-01-02,2018-12-01,32,False,SP20016d,2018,1,01
Sprint,LG,Tribute Dynasty,2019-03-26,2019-03-01,25,False,SP20017A,2018,1,01
Sprint,LG,Tribute Empire,2019-01-28,2019-01-01,27,False,X220PM11g,2019,1,01
Sprint,LG,Tribute Empire,2019-04-01,2019-03-01,31,True,X220PM12a,2019,1,01
Sprint,LG,Tribute Empire,2019-05-19,2019-05-01,18,False,X220PM13,2019,1,01
Sprint,LG,Tribute HD,2018-04-17,2018-04-01,16,True,LS676ZVA,2016,10,01
Sprint,LG,Tribute HD,2018-07-10,2018-07-01,9,True,LS676ZVB,2016,10,01
Sprint,LG,V20,2017-04-05,2017-04-01,4,True,LS997ZV6,2016,10,01
Sprint,LG,V20,2017-06-06,2017-05-01,36,True,LS997ZV7,2016,10,01
Sprint,LG,V20,2017-12-05,2017-11-01,34,True,LS997ZVB,2016,10,01
Sprint,LG,V20,2018-01-30,2018-01-01,29,True,LS997ZVC,2016,10,01
Sprint,LG,V30+,2017-11-07,2017-11-01,6,True,LS99811a,2017,8,01
Sprint,LG,V30+,2018-06-01,2018-06-01,0,True,LS99821a,2017,8,01
Sprint,LG,V30+,2018-08-16,2018-08-01,15,False,LS99822a,2017,8,01
Sprint,LG,V30+,2019-04-01,2019-03-01,31,False,LS99828a,2017,8,01
Sprint,LG,V40 ThinQ,2018-12-17,2018-12-01,16,True,V405U12a,2018,10,01
Sprint,LG,V40 ThinQ,2019-01-31,2019-01-01,30,False,V405U13a,2018,10,01
Sprint,LG,V40 ThinQ,2019-03-19,2019-03-01,18,False,V405U14a,2018,10,01
Sprint,LG,V50 ThinQ 5G,2019-06-17,2019-06-01,16,True,V45010m,2019,5,01
Sprint,LG,X charge,2018-06-05,2018-06-01,4,True,SP32010f,2017,6,01
Sprint,LG,X charge,2018-07-19,2018-07-01,18,True,SP32010G,2017,6,01
Sprint,LG,X charge,2018-09-18,2018-09-01,17,True,SP32010h,2017,6,01
Sprint,LG,X charge,2018-11-27,2018-11-01,26,False,SP32010i,2017,6,01
Sprint,LG,X charge,2019-02-05,2019-01-01,35,False,SP32010j,2017,6,01
Sprint,LG,X power,2017-08-01,2017-08-01,0,True,LS755ZV9,2016,9,01
Sprint,Motorola,Moto G4,2016-08-31,2016-08-01,30,True,MPJ24.139-64,2016,5,01
Sprint,Motorola,Moto G7 play,2019-04-22,2019-03-01,52,False,PCY29.105-59,2019,3,01
Sprint,Motorola,Moto G7 play,2019-10-10,2019-10-01,9,False,PCYS29.105-134-3,2019,3,01
Sprint,Motorola,Moto X,2015-11-05,2015-11-01,4,True,LPA23.12-39.10,2013,8,01
Sprint,Motorola,Moto X,2016-09-13,2016-06-01,104,False,LPA23.12-39.10-2,2013,8,01
Sprint,Motorola,Moto X Pure Edition,2015-12-01,2015-12-01,0,True,MPH24.49-18,2015,9,01
Sprint,Motorola,Moto X Pure Edition,2016-03-14,2016-03-01,13,False,MPHS24.49-18-3,2015,9,01
Sprint,Motorola,Moto X Pure Edition,2016-06-22,2016-05-01,52,True,MPHS24.49-18-4,2015,9,01
Sprint,Motorola,Moto Z (2) Force,2019-02-15,2019-01-01,45,False,OCXS27.109-48-15,2017,8,01
Sprint,Motorola,Moto Z (2) Force,2019-04-21,2019-03-01,51,False,OCXS27.109-48-17,2017,8,01
Sprint,Motorola,Moto Z3 play,2019-01-22,2019-01-01,21,False,OCWS28.70-61-4,2018,6,01
Sprint,Motorola,Moto Z3 play,2019-05-19,2019-03-01,79,False,OCWS28.70-61-7,2018,6,01
Sprint,Motorola,Moto e4,2019-03-21,2019-01-01,79,False,NCQS26.69-64-13,2017,6,01
Sprint,Motorola,Moto e4,2019-08-28,2019-08-01,27,False,NCQS26.69-64-21,2017,6,01
Sprint,Motorola,Moto e5 play,2019-02-25,2019-02-01,24,False,OCPS27.91-140-6,2018,7,01
Sprint,Motorola,Moto e5 play,2019-05-13,2019-05-01,12,True,OCP27.91-140-8,2018,7,01
Sprint,Motorola,Moto e5 play,2019-10-14,2019-10-01,13,False,OCPS27.91-140-14,2018,7,01
Sprint,Motorola,Nexus 6,2015-12-07,2015-12-01,6,True,MMB29K,2014,11,01
Sprint,Motorola,Nexus 6,2016-01-11,2016-01-01,10,True,MMB29S,2014,11,01
Sprint,Motorola,Nexus 6,2016-02-01,2016-02-01,0,False,MMB29Q,2014,11,01
Sprint,Motorola,Nexus 6,2016-03-14,2016-03-01,13,False,MMB29V,2014,11,01
Sprint,Motorola,Nexus 6,2016-04-11,2016-04-01,10,True,MOB30D,2014,11,01
Sprint,Motorola,moto e4 plus,2019-03-20,2019-01-01,78,False,NCRS26.58-44-18,2017,6,01
Sprint,Motorola,moto e4 plus,2019-09-25,2019-09-01,24,False,NCRS26.58-44-25,2017,6,01
Sprint,Motorola,moto e5 plus,2018-12-27,2018-12-01,26,False,OCPS27.91-32-7,2018,5,01
Sprint,Motorola,moto e5 plus,2019-08-28,2019-08-01,27,False,OCPS27.91-32-15-4,2018,5,01
Sprint,Motorola,moto e5 plus,2019-10-02,2019-09-01,31,True,OCPS27.91-32-15-6,2018,5,01
Sprint,Motorola,moto g6 play,2019-02-01,2019-02-01,0,True,OCP27.91-150-4,2018,5,01
Sprint,Motorola,moto g6 play,2019-09-25,2019-09-01,24,False,PCPS29.118-41-1,2018,5,01
Sprint,Motorola,moto g6 play,2019-10-24,2019-10-01,23,False,PCPS29.118-41-2,2018,5,01
Sprint,Motorola,moto g6 play,2019-12-26,2019-12-01,25,True,PCPS29.118-67-3,2018,5,01
Sprint,Samsung,GS7 Special Edition,2017-03-26,2017-03-01,25,True,G930UUES4AQC1,2016,3,01
Sprint,Samsung,Galaxy A10e,2019-09-23,2019-08-01,53,True,A102USQU1ASI1,2019,8,01
Sprint,Samsung,Galaxy A50,2019-10-21,2019-10-01,20,True,A505USQU2ASI6,2019,3,01
Sprint,Samsung,Galaxy A6,2018-10-17,2018-10-01,16,True,A600PVPU1ARI1,2018,5,01
Sprint,Samsung,Galaxy A6,2019-01-28,2018-12-01,58,False,A600PVPU2ARL5,2018,5,01
Sprint,Samsung,Galaxy A6,2019-04-15,2019-04-01,14,False,A600PVPU2BSC8,2018,5,01
Sprint,Samsung,Galaxy Grand Prime,2016-03-21,2016-03-01,20,True,G530PVPUIAPC4,2014,10,01
Sprint,Samsung,Galaxy Grand Prime,2016-07-13,2016-07-01,12,True,G530PVPS1APF1,2014,10,01
Sprint,Samsung,Galaxy J3,2016-06-09,2016-06-01,8,True,J320PVPU1APE1,2016,1,01
Sprint,Samsung,Galaxy J3,2017-08-02,2017-07-01,32,False,J320PVPS1AQG3,2016,1,01
Sprint,Samsung,Galaxy J3,2018-01-26,2018-01-01,25,True,J320PVPS1ARA1,2016,1,01
Sprint,Samsung,Galaxy J3 Achieve,2018-10-26,2018-10-01,25,True,J337PVPU2ARJ2,2018,6,01
Sprint,Samsung,Galaxy J3 Achieve,2019-01-18,2019-01-01,17,True,J337PVPS2ASA1,2018,6,01
Sprint,Samsung,Galaxy J3 Achieve,2019-04-12,2019-04-01,11,True,J337PVPS3ASC2,2018,6,01
Sprint,Samsung,Galaxy J3 Emerge,2017-07-10,2017-07-01,9,True,J327PVPU1AQF4,2017,1,01
Sprint,Samsung,Galaxy J3 Emerge,2017-10-02,2017-10-01,1,True,J327PVPU2AQI2,2017,1,01
Sprint,Samsung,Galaxy J3 Emerge,2018-03-28,2018-02-01,55,True,J727PVPU3ARC2,2017,1,01
Sprint,Samsung,Galaxy J3 Emerge,2018-04-11,2018-03-01,41,True,J327PVPS3ARC1,2017,1,01
Sprint,Samsung,Galaxy J3 Emerge,2018-06-27,2018-06-01,26,True,J327PVPS4ARF2,2017,1,01
Sprint,Samsung,Galaxy J3 Emerge,2018-07-30,2018-07-01,29,True,J327PVPU4ARG2,2017,1,01
Sprint,Samsung,Galaxy J3 Emerge,2018-11-07,2018-10-01,37,True,J327PVPU4ARJ2,2017,1,01
Sprint,Samsung,Galaxy J7 Perx,2017-05-24,2017-05-01,23,False,G925PVPS4DQE2,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2017-07-10,2017-07-01,9,True,J727PVPU1AQF5,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2017-10-02,2017-10-01,1,True,J727PVPU2AQI3,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2017-11-20,2017-11-01,19,True,QJ3,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2018-07-18,2018-06-01,47,False,J727PVPU4ARG2,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2018-09-12,2018-08-01,42,True,J727PVPU4BRH5,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2018-12-10,2018-11-01,39,True,J727PVPU4BRK4,2017,3,01
Sprint,Samsung,Galaxy J7 Perx,2019-02-27,2019-02-01,26,False,J727PVPS5BSA3,2017,3,01
Sprint,Samsung,Galaxy J7 Refine,2019-01-18,2019-01-01,17,False,J737PVPS2ASA1,2018,7,01
Sprint,Samsung,Galaxy J7 Refine,2019-04-12,2019-04-01,11,False,J737PVPS3ASC2,2018,7,01
Sprint,Samsung,Galaxy Note Edge,2015-12-07,2015-12-01,6,True,N915PVPS4COK2,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2016-04-21,2016-04-01,20,True,N915PVPU4DPD,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2016-05-31,2016-05-01,30,True,N915PVPE4DPE2,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2016-07-06,2016-06-01,35,True,N915PVPU4DPF3,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2016-07-28,2016-07-01,27,True,N915PVPS4DPG1,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2016-09-21,2016-09-01,20,True,N915PVPS4DPH3,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2017-01-27,2017-01-01,26,True,6.0.1,2014,9,01
Sprint,Samsung,Galaxy Note Edge,2017-02-27,2017-02-01,26,True,N915PVPS4DQB3,2014,9,01
Sprint,Samsung,Galaxy Note3,2015-11-30,2015-11-01,29,True,N900PVPUEOK2,2013,9,01
Sprint,Samsung,Galaxy Note3,2016-08-24,2016-08-01,23,True,N900PVPUEPH1,2013,9,01
Sprint,Samsung,Galaxy Note4,2015-11-05,2015-11-01,4,True,N910PVPU4COJ6,2014,10,01
Sprint,Samsung,Galaxy Note4,2015-12-07,2015-12-01,6,True,N910PVPS4COK1,2014,10,01
Sprint,Samsung,Galaxy Note4,2016-03-24,2016-03-01,23,True,PC1,2014,10,01
Sprint,Samsung,Galaxy Note4,2016-05-23,2016-05-01,22,True,N910PVPU4DPE1,2014,10,01
Sprint,Samsung,Galaxy Note4,2016-06-16,2016-06-01,15,True,N910PVPS4DPE2,2014,10,01
Sprint,Samsung,Galaxy Note4,2016-08-04,2016-07-01,34,True,N910PVPU4DPG1,2014,10,01
Sprint,Samsung,Galaxy Note4,2017-02-27,2017-02-01,26,True,N910PVPS4DQB3,2014,10,01
Sprint,Samsung,Galaxy Note5,2015-10-31,2015-10-01,30,True,N920PVPU2AOJ6,2015,8,01
Sprint,Samsung,Galaxy Note5,2015-12-07,2015-12-01,6,True,G920PVPS2AOK3,2015,8,01
Sprint,Samsung,Galaxy Note5,2016-03-24,2016-03-01,23,True,PC3,2015,8,01
Sprint,Samsung,Galaxy Note5,2016-04-19,2016-04-01,18,True,N920PVPS2BPD1,2015,8,01
Sprint,Samsung,Galaxy Note5,2016-05-19,2016-05-01,18,True,N920PVPU2BPD2,2015,8,01
Sprint,Samsung,Galaxy Note5,2016-09-14,2016-09-01,13,True,N920PVPU2BPH9,2015,8,01
Sprint,Samsung,Galaxy Note5,2017-02-06,2017-02-01,5,True,G928PVPS3BQA1,2015,8,01
Sprint,Samsung,Galaxy Note5,2017-04-05,2017-04-01,4,True,N920PVPU3DQC5,2015,8,01
Sprint,Samsung,Galaxy Note5,2017-05-24,2017-05-01,23,False,G925PVPS4DQE2,2015,8,01
Sprint,Samsung,Galaxy Note5,2017-06-23,2017-06-01,22,False,N920PVPS3DQF1,2015,8,01
Sprint,Samsung,Galaxy Note5,2018-02-27,2018-02-01,26,True,N920PVPS3DRB1,2015,8,01
Sprint,Samsung,Galaxy Note5,2018-07-23,2018-07-01,22,False,N920PVPS3DRG1,2015,8,01
Sprint,Samsung,Galaxy Note8,2017-11-15,2017-11-01,14,True,N950USQU2BQJB,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-01-29,2018-01-01,28,False,N950USQU3BRA6,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-02-27,2018-02-01,26,True,N920PVPS3DRB1,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-03-30,2018-03-01,29,True,N950USQU3CRC2,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-05-14,2018-04-01,43,True,N950USQU4CRD7,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-05-24,2018-05-01,23,True,N950USQS4CRE1,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-09-20,2018-09-01,19,True,N950USQS5CRI4,2017,8,01
Sprint,Samsung,Galaxy Note8,2018-12-17,2018-12-01,16,False,N950USQS5CRK1,2017,8,01
Sprint,Samsung,Galaxy Note8,2019-01-28,2019-01-01,27,False,N950USQS5CRL1,2017,8,01
Sprint,Samsung,Galaxy Note8,2019-03-04,2019-02-01,31,False,N950USQS5CSA1,2017,8,01
Sprint,Samsung,Galaxy Note8,2019-03-22,2019-03-01,21,False,N950USQU5DSC1,2017,8,01
Sprint,Samsung,Galaxy Note8,2019-04-19,2019-04-01,18,False,N950USQU5DSD4,2017,8,01
Sprint,Samsung,Galaxy Note8,2019-05-31,2019-05-01,30,True,N950USQS5DSE9,2017,8,01
Sprint,Samsung,Galaxy Note9,2018-09-19,2018-09-01,18,True,N960USQS1ARH6,2018,8,01
Sprint,Samsung,Galaxy Note9,2018-10-29,2018-10-01,28,True,N960USQS1ARJ5,2018,8,01
Sprint,Samsung,Galaxy Note9,2018-11-15,2018-11-01,14,True,N960USQS1ARJ9,2018,8,01
Sprint,Samsung,Galaxy Note9,2019-01-09,2018-12-01,39,False,N960USQU1ARL1,2018,8,01
Sprint,Samsung,Galaxy Note9,2019-02-04,2019-01-01,34,False,N960USQU1CSAA,2018,8,01
Sprint,Samsung,Galaxy Note9,2019-03-04,2019-02-01,31,False,N960USQU1CSB3,2018,8,01
Sprint,Samsung,Galaxy Note9,2019-04-17,2019-04-01,16,True,N960USQS1CSD1,2018,8,01
Sprint,Samsung,Galaxy Note9,2019-06-17,2019-05-01,47,False,N960USQU1CSE3,2018,8,01
Sprint,Samsung,Galaxy Note9,2019-06-27,2019-06-01,26,True,N960USQS1CSF2,2018,8,01
Sprint,Samsung,Galaxy S10,2019-03-27,2019-03-01,26,False,G973USQU1ASC8,2019,3,01
Sprint,Samsung,Galaxy S10,2019-04-16,2019-04-01,15,True,G973USQU1ASD5,2019,3,01
Sprint,Samsung,Galaxy S10,2019-05-17,2019-05-01,16,True,G973USQS1ASDA,2019,3,01
Sprint,Samsung,Galaxy S10+,2019-03-27,2019-03-01,26,False,G975USQU1ASC8,2019,3,01
Sprint,Samsung,Galaxy S10+,2019-04-16,2019-04-01,15,True,G975USQU1ASD5,2019,3,01
Sprint,Samsung,Galaxy S10+,2019-05-17,2019-05-01,16,True,G975USQS1ASDA,2019,3,01
Sprint,Samsung,Galaxy S10e,2019-03-27,2019-03-01,26,False,G970USQU1ASC8,2019,3,01
Sprint,Samsung,Galaxy S10e,2019-04-16,2019-04-01,15,True,G970USQU1ASD5,2019,3,01
Sprint,Samsung,Galaxy S10e,2019-05-17,2019-05-01,16,True,G970USQS1ASDA,2019,3,01
Sprint,Samsung,Galaxy S5,2016-04-07,2016-04-01,6,True,G900PVPU3CPCA,2014,4,01
Sprint,Samsung,Galaxy S5,2016-06-16,2016-06-01,15,True,G900PSPT3CPE2,2014,4,01
Sprint,Samsung,Galaxy S5,2016-07-29,2016-07-01,28,True,G900PVPU3CPG1,2014,4,01
Sprint,Samsung,Galaxy S5,2017-01-27,2017-01-01,26,True,G900PVPS3CQA2,2014,4,01
Sprint,Samsung,Galaxy S5 Sport,2015-11-30,2015-11-01,29,True,G860PVPU2BOK1,2014,6,01
Sprint,Samsung,Galaxy S6,2015-11-04,2015-11-01,3,True,G920PVPU3BOJ7,2015,4,01
Sprint,Samsung,Galaxy S6,2016-04-19,2016-04-01,18,True,G920PVPS3CPD2,2015,4,01
Sprint,Samsung,Galaxy S6,2016-05-19,2016-05-01,18,True,G920PVPSUCPD3,2015,4,01
Sprint,Samsung,Galaxy S6,2016-06-27,2016-06-01,26,True,G920PVPU3CPF4,2015,4,01
Sprint,Samsung,Galaxy S6,2016-07-28,2016-07-01,27,True,G920PVPS3CPG1,2015,4,01
Sprint,Samsung,Galaxy S6,2017-11-13,2017-10-01,43,True,G925PVPS4DQJ1,2015,4,01
Sprint,Samsung,Galaxy S6,2017-12-27,2017-12-01,26,True,G925PVPS4DQL2,2015,4,01
Sprint,Samsung,Galaxy S6,2018-01-26,2018-01-01,25,True,G920PVPS4DRA2,2015,4,01
Sprint,Samsung,Galaxy S6,2018-04-09,2018-03-01,39,True,G920PVPS4DRC2,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2015-11-04,2015-11-01,3,True,G925PVPU3BOJ7,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2016-04-19,2016-04-01,18,True,G925PVPS3CPD2,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2016-05-19,2016-05-01,18,True,G925PVPU3CPD3,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2016-06-27,2016-06-01,26,True,G925PVPU3CPF4,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2016-07-28,2016-07-01,27,True,G925PVPS3CPG1,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2017-06-26,2017-06-01,25,True,G925PVPS4DQF1,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2017-11-13,2017-10-01,43,True,G925PVPS4DQJ1,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2017-12-27,2017-12-01,26,True,G925PVPS4DQL2,2015,4,01
Sprint,Samsung,Galaxy S6 Edge,2018-04-09,2018-03-01,39,True,G920PVPS4DRC2,2015,4,01
Sprint,Samsung,Galaxy S6 Edge+,2015-12-07,2015-12-01,6,True,G928PVPS2AOK3,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2016-03-24,2016-03-01,23,True,PC3,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2016-04-19,2016-04-01,18,True,G928PVPS2BPD1,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2016-05-19,2016-05-01,18,True,G928PVPU2BPD2,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2016-07-27,2016-07-01,26,True,G928PVPE2BPG1,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2016-09-14,2016-09-01,13,True,G928PVPU2BPH9,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2017-06-28,2017-06-01,27,False,G928PVPS3DQF1,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2017-12-04,2017-11-01,33,True,G928PSPT3DQK1,2015,8,01
Sprint,Samsung,Galaxy S6 Edge+,2018-07-23,2018-07-01,22,False,G928PVPS3DRG1,2015,8,01
Sprint,Samsung,Galaxy S7,2016-06-27,2016-06-01,26,True,G930PVPU2APF2,2016,3,01
Sprint,Samsung,Galaxy S7,2016-07-21,2016-07-01,20,True,G930PVPS2APG1,2016,3,01
Sprint,Samsung,Galaxy S7,2016-09-14,2016-09-01,13,True,G930PVPU2APH7,2016,3,01
Sprint,Samsung,Galaxy S7,2017-07-05,2017-06-01,34,False,G930PVPU4BQF3,2016,3,01
Sprint,Samsung,Galaxy S7,2017-07-26,2017-07-01,25,False,G930PVPS4BQG1,2016,3,01
Sprint,Samsung,Galaxy S7,2018-05-07,2018-03-01,67,True,G930PVPU6BRD2,2016,3,01
Sprint,Samsung,Galaxy S7,2018-06-18,2018-06-01,17,True,G930PVPU6CRE7,2016,3,01
Sprint,Samsung,Galaxy S7,2018-09-07,2018-08-01,37,True,G930PVPS7CRH2,2016,3,01
Sprint,Samsung,Galaxy S7,2018-10-29,2018-10-01,28,True,G930PVPS8CRJ2,2016,3,01
Sprint,Samsung,Galaxy S7,2018-11-26,2018-11-01,25,True,G930PVPS8CRK1,2016,3,01
Sprint,Samsung,Galaxy S7,2018-12-20,2018-12-01,19,False,G930PSPT8CRK2,2016,3,01
Sprint,Samsung,Galaxy S7,2019-01-24,2019-01-01,23,False,G930PSPT8CSA1,2016,3,01
Sprint,Samsung,Galaxy S7,2019-02-25,2019-02-01,24,False,G930PVPS9CSB1,2016,3,01
Sprint,Samsung,Galaxy S7,2019-04-26,2019-03-01,56,True,G930PVPS9CSD1,2016,3,01
Sprint,Samsung,Galaxy S7,2019-11-18,2019-10-01,48,True,G930PVPUACSJ3,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2016-06-27,2016-06-01,26,True,G935PVPU2APF2,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2016-07-21,2016-07-01,20,True,G935PVPS2APG1,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2017-05-03,2017-05-01,2,True,G930PVPU4BQD2,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2017-11-13,2017-10-01,43,False,G935PVPU5BQJ3,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2017-12-04,2017-11-01,33,False,G935PVPS5BQK1,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2018-05-07,2018-03-01,67,True,G935PVPS5RD2,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2018-06-18,2018-06-01,17,True,G935PVPU6CRE7,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2018-09-07,2018-08-01,37,True,G935PVPS7CRH2,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2018-10-29,2018-10-01,28,True,G935PVPS8CRJ2,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2018-11-26,2018-11-01,25,True,G935PVPS8CRK1,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2018-12-20,2018-12-01,19,False,G935PSPT8CRK2,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2019-01-24,2019-01-01,23,False,G935PSPT8CSA1,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2019-02-25,2019-02-01,24,False,G935PVPS9CSB1,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2019-04-26,2019-03-01,56,True,G935PVPS9CSD1,2016,3,01
Sprint,Samsung,Galaxy S7 Edge,2019-11-18,2019-10-01,48,True,G935PVPUACSJ3,2016,3,01
Sprint,Samsung,Galaxy S8,2017-06-05,2017-06-01,4,True,G950USQU1QEF,2017,4,01
Sprint,Samsung,Galaxy S8,2017-11-20,2017-10-01,50,False,G955USQU1AQJH,2017,4,01
Sprint,Samsung,Galaxy S8,2018-05-24,2018-05-01,23,True,G950USQS3CRE2,2017,4,01
Sprint,Samsung,Galaxy S8,2018-08-06,2018-07-01,36,True,G955USQU5CRG3,2017,4,01
Sprint,Samsung,Galaxy S8,2018-12-03,2018-11-01,32,True,G950USQU5CRK1,2017,4,01
Sprint,Samsung,Galaxy S8,2019-01-28,2019-01-01,27,False,G950USQU4CSA4,2017,4,01
Sprint,Samsung,Galaxy S8,2019-04-19,2019-04-01,18,False,G950USQU5DSD3,2017,4,01
Sprint,Samsung,Galaxy S8,2019-05-31,2019-05-01,30,True,G950USQS5DSE5,2017,4,01
Sprint,Samsung,Galaxy S8 Active,2017-12-28,2017-12-01,27,False,G892USQS1AQL1,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2018-01-24,2018-01-01,23,True,G892USQS1ARA2,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2018-04-25,2018-04-01,24,True,G892USQS1BRD2,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2018-09-20,2018-09-01,19,True,G892USQU3BRI1,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2019-01-25,2019-01-01,24,True,G892USQS3BSA1,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2019-02-22,2019-02-01,21,True,G892USQS4BSB3,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2019-03-28,2019-03-01,27,True,G892USQS4BSC1,2017,8,01
Sprint,Samsung,Galaxy S8 Active,2019-05-31,2019-04-01,60,True,G892USQS5BSE4,2017,8,01
Sprint,Samsung,Galaxy S8+,2017-07-08,2017-06-01,37,False,G955USQU1AQFJ,2017,4,01
Sprint,Samsung,Galaxy S8+,2018-05-24,2018-05-01,23,True,G955USQS3CRE2,2017,4,01
Sprint,Samsung,Galaxy S8+,2018-12-03,2018-11-01,32,True,G950USQU5CRK1,2017,4,01
Sprint,Samsung,Galaxy S8+,2019-04-19,2019-04-01,18,False,G955USQU5DSD3,2017,4,01
Sprint,Samsung,Galaxy S8+,2019-05-31,2019-05-01,30,True,G955USQS5DSE5,2017,4,01
Sprint,Samsung,Galaxy S9,2018-04-18,2018-03-01,48,False,G960USQU2ARC6,2018,3,01
Sprint,Samsung,Galaxy S9,2018-06-05,2018-05-01,35,False,G960USQU2ARE6,2018,3,01
Sprint,Samsung,Galaxy S9,2018-06-21,2018-06-01,20,False,G960USQS2ARF4,2018,3,01
Sprint,Samsung,Galaxy S9,2018-08-06,2018-07-01,36,True,G960USQU3ARG7,2018,3,01
Sprint,Samsung,Galaxy S9,2018-09-20,2018-09-01,19,True,G960USQU3ARI4,2018,3,01
Sprint,Samsung,Galaxy S9,2018-10-19,2018-10-01,18,True,G960USQU3ARIC,2018,3,01
Sprint,Samsung,Galaxy S9,2018-12-17,2018-12-01,16,False,G960USQU3BRK3,2018,3,01
Sprint,Samsung,Galaxy S9,2019-02-27,2019-02-01,26,False,G960USQS3CSAG,2018,3,01
Sprint,Samsung,Galaxy S9,2019-04-08,2019-03-01,38,False,G960USQU4CSC7,2018,3,01
Sprint,Samsung,Galaxy S9,2019-04-17,2019-04-01,16,True,G960USQU4CSC8,2018,3,01
Sprint,Samsung,Galaxy S9+,2018-06-05,2018-05-01,35,False,G965USQU2ARE6,2018,3,01
Sprint,Samsung,Galaxy S9+,2018-06-21,2018-06-01,20,False,G965USQS2ARF4,2018,3,01
Sprint,Samsung,Galaxy S9+,2018-09-20,2018-09-01,19,True,G965USQU3ARI4,2018,3,01
