Manufacture,Device Model,Released Date,Released OS,Current Supported OS,Reference Source,Android One
Samsung,Galaxy A6,2018/05,Android 8.0 (Oreo),Android 8.0 (Oreo),https://www.gsmarena.com/samsung_galaxy_a6_(2018)-9155.php,0
Samsung,Galaxy Avant,2014/06,Android 4.4.2 (KitKat),Android 4.4.2 (KitKat),https://www.gsmarena.com/samsung_galaxy_avant-6542.php,0
Samsung,Galaxy Core Prime,2014/11,Android 4.4.4 (KitKat),Android 5.1.1 (Lollipop),https://www.gsmarena.com/samsung_galaxy_core_prime-6716.php,0
Samsung,Galaxy Grand Prime,2014/10,Android 4.4.4 (KitKat),Android 5.1.1 (Lollipop),https://www.gsmarena.com/samsung_galaxy_grand_prime-6708.php,0
Samsung,Galaxy J3 (2018),2018/06,Android 8.0 (Oreo),Android 8.0 (Oreo),https://www.gsmarena.com/samsung_galaxy_j3_(2018)-8928.php,0
Samsung,Galaxy J7 Prime,2016/09,Android 6.0.1 (Marshmallow),Android 9.0 (Pie),https://www.gsmarena.com/samsung_galaxy_j7_prime-8314.php,0
Samsung,Galaxy J7 (2018),2018/07,Android 8.0 (Oreo),Android 9.0 (Pie),https://www.gsmarena.com/samsung_galaxy_j7_(2018)-9234.php,0
HTC,Desire 626s,2015/07,Android 5.1.1 (Lollipop),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/htc_desire_626s-7418.php,0
Samsung,Galaxy J3 Prime,2017/04,Android (7.0 Nougat),Android (7.0 Nougat),https://www.phonearena.com/phones/Samsung-Galaxy-J3-Prime_id10506,0
Samsung,Galaxy J7,2015/07,Android 5.1 (Lollipop),Android 7.1.1 (Nougat),https://www.gsmarena.com/samsung_galaxy_j7-7185.php,0
Samsung,Galaxy Note Edge,2014/09,Android 4.4.4 (KitKat), Android 6.0 (Marshmallow),https://www.gsmarena.com/samsung_galaxy_note_edge-6631.php,0
Samsung,Galaxy Note3,2013/09,Android 4.3 (Jelly Bean),Android 5.0 (Lollipop),https://www.gsmarena.com/samsung_galaxy_note_3-5665.php,0
Samsung,Galaxy Note4,2014/10,Android 4.4.4 (KitKat), Android 6.0.1 (Marshmallow),https://www.gsmarena.com/samsung_galaxy_note_4-6434.php,0
Samsung,Galaxy Note9,2018/08,Android 8.1 (Oreo),Android 9.0 (Pie),https://www.gsmarena.com/samsung_galaxy_note9-9163.php,0
Samsung,Galaxy On5,2015/11,Android 5.1 (Lollipop),Android 6.0 (Marshmallow),https://www.gsmarena.com/samsung_galaxy_on5-7648.php,0
Samsung,Galaxy Note5,2015/08,Android 5.1.1 (Lollipop), Android 7.0 (Nougat),https://www.gsmarena.com/samsung_galaxy_note5-7431.php,0
Samsung,Galaxy S8 Active,2017/08,Android 7.0 (Nougat),Android 9.0 (Pie),https://www.gsmarena.com/samsung_galaxy_s8_active-8676.php,0
Samsung,"Galaxy Tab A (2018, 10.5)",2018/09,Android 8.1 (Oreo),Android 8.1 (Oreo),https://www.gsmarena.com/samsung_galaxy_tab_a_8_0_(2018)-9665.php,0
Samsung,Galaxy Tab E 8.0,2016/01,Android 5.1.1 (Lollipop), Android 7.1 (Nougat),https://www.gsmarena.com/samsung_galaxy_tab_e_8_0-7879.php,0
Samsung,Galaxy Tab S4,2018/08,Android 8.1 (Oreo),Android 9.0 (Pie),https://www.gsmarena.com/samsung_galaxy_tab_s4_10_5-9262.php,0
Samsung,Galaxy Tab3 7.0,2014/02,Android 4.2 (Jelly Bean),Android 4.2 (Jelly Bean),https://www.gsmarena.com/samsung_galaxy_tab_3_lite_7_0-5969.php,0
Samsung,Galaxy Tab4,2017/04,Android 4.4.2 (KitKat),Android 4.4.2 (KitKat),https://www.gsmarena.com/samsung_galaxy_tab_4_7_0-6251.php,0
LG,K10,2016/01,Android 5.1.1 (Lollipop), Android 6.0 (Marshmallow),https://www.gsmarena.com/lg_k10-7849.php,0
LG,K30,2018/05,Android 7.1 (Nougat),Android 7.1 (Nougat),https://www.gsmarena.com/lg_k30-9190.php,0
LG,K7,2016/02,Android 5.1 (Lollipop),Android 5.1 (Lollipop),https://www.gsmarena.com/lg_k7-7848.php,0
LG,LG G Pad X 8.0,2016/06,Android 6.0.1 (Marshmallow),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/lg_g_pad_x_8_0-8081.php,0
LG,K20 Plus,2016/12,Android 7.0 (Nougat),Android 7.0 (Nougat),https://www.gsmarena.com/lg_k20_plus-8678.php,0
LG,LG Q7+,2018/06,Android 8.0 (Oreo),Android 8.0 (Oreo),https://gadgets.ndtv.com/lg-q7-5466,0
LG,LG Stylo 2 Plus,2016/05,Android 6.0 (Marshmallow),Android 7.0 (Nougat),https://www.gsmarena.com/lg_stylus_2_plus-8079.php,0
LG,LG Stylo 3 Plus,2017/05,Android 7.0 (Nougat),Android 7.0 (Nougat),https://www.gsmarena.com/lg_stylo_3_plus-8694.php,0
LG,LG Stylo 4,2018/06,Android 8.1 (Oreo),Android 8.1 (Oreo),https://www.gsmarena.com/lg_q_stylo_4-9251.php,0
HTC,Nexus 9,2014/11,Android 5.0 (Lollipop),Android 7.1.1 (Nougat),https://www.gsmarena.com/htc_nexus_9-5823.php,0
HTC,One M9,2015/03,Android 5.0 (Lollipop),Android 7.0 (Nougat),https://www.gsmarena.com/htc_one_m9-6891.php,0
OnePlus,OnePlus 7 Pro,2019/05,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/oneplus_7_pro-9689.php,0
OnePlus,OnePlus6T,2018/10,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/oneplus_6t-9350.php,0
BlackBerry,PRIV by BlackBerry,2015/10,Android 5.1.1 (Lollipop),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/blackberry_priv-7587.php,0
Google,Pixel 3a,2019/05,Android 9.0 (Pie),Android 10,https://www.gsmarena.com/google_pixel_3a-9408.php,0
Google,Pixel 3a XL,2019/05,Android 9.0 (Pie),Android 10,https://www.gsmarena.com/google_pixel_3a_xl-9690.php,0
LG,V30+,2017/08,Android 7.1.2 (Nougat),Android 7.1.2 (Nougat),https://gadgets.ndtv.com/lg-v30-4358,0
Kyocera,DuraForce XD,2015/11,Android 5.1 (Lollipop),Android 5.1 (Lollipop),https://www.gsmarena.com/kyocera_duraforce_xd-7699.php,0
Motorola,moto e5 play,2018/07,Android 8.0 (Oreo),Android 8.0 (Oreo),https://www.gsmarena.com/motorola_moto_e5_play-9175.php,0
Motorola,moto g6 play,2018/05,Android 8.0 (Oreo),Android 9.0 (Pie),https://www.gsmarena.com/motorola_moto_g6_play-9002.php,0
Google,Pixel,2016/10,Android 7.1 (Nougat),Android 10,https://www.gsmarena.com/google_pixel-8346.php,0
Google,Pixel XL,2016/10,Android 7.1 (Nougat),Android 10,https://www.gsmarena.com/google_pixel_xl-8345.php,0
Alcatel,ONE TOUCH Fierce,2013/10,Android 4.2 (Jelly Bean),Android 4.2 (Jelly Bean),https://www.gsmarena.com/alcatel_fierce-5741.php,0
BlackBerry,BlackBerry KEYone,2017/04,Android 7.1 (Nougat),Android 8.0 (Oreo),https://www.gsmarena.com/blackberry_keyone-8508.php,0
Samsung,Galaxy Go Prime,2014/10,Android 4.4.4 (KitKat),Android 5.1.1 (Lollipop),https://www.gsmarena.com/samsung_galaxy_grand_prime-6708.php,0
Samsung,Galaxy J7 V,2017/03,Android 7.0.1 (Nougat),Android 7.0.1 (Nougat),https://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,0
LG,LG Aristo,2017/01,Android 7.0 (Nougat),Android 7.0 (Nougat),https://pc-tablet.com/lg-aristo-price-specs-features-and-release-date-in-the-us/,0
LG,LG K4 (2017),2017/03,Android 6.0.1 (Marshmallow),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/lg_k4_(2017)-8489.php,0
LG,LG K8,2016/04,Android 6.0 (Marshmallow),Android 7.0 (Nougat),https://www.gsmarena.com/lg_k8-7927.php,0
LG,LG K30,2018/05,Android 7.1 (Nougat),Android 7.1 (Nougat),https://www.gsmarena.com/lg_k30-9190.php,0
Samsung,Galaxy S5 Active,2014/05,Android 4.4.2 (KitKat),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/samsung_galaxy_s5_active-6356.php,0
Motorola,moto e5 plus,2018/05,Android 8.0 (Oreo),Android 8.0 (Oreo),https://www.gsmarena.com/motorola_moto_e5_plus-9095.php,0
Samsung,Galaxy J3 Emerge,2017/01,Android 6.0.1 (Marshmallow),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,0
Motorola,moto e4 plus,2017/06,Android 7.1.1 (Nougat),Android 7.1.1 (Nougat),https://www.gsmarena.com/motorola_moto_e4_plus-8722.php,0
LG,LG Stylo 3,2017/03,Android 7.0 (Nougat),Android 7.0 (Nougat),https://www.gsmarena.com/lg_stylus_3-8492.php,0
Motorola,Motorola One Action,2019/09,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/motorola_one_action-9739.php,1
Nokia,Nokia 7.2,2019/09,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/nokia_7_2-9833.php,1
Xiaomi,Xiaomi Mi A3,2019/07,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/xiaomi_mi_a3-9769.php,1
Motorola,Motorola One Vision,2019/05,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/motorola_one_vision-9647.php,1
Samsung,Galaxy S7 active,2016/06,Android 6.0 (Marshmallow),7.0 (Nougat),,0
Samsung,Galaxy S6 active,2015/06,Android 5.0.2 (Lollipop),6.0.1 (Marshmallow),,0
BlackBerry,Priv,2015/10,Android 5.1.1 (Lollipop),6.0.1 (Marshmallow),,0
LG,G Stylo,2015/05,Android 5.0 (Lollipop),6.0 (Marshmallow),https://www.gsmarena.com/lg_g_stylo-7245.php,0
ZTE,Maven,2015/06,Android 5.1 (Lollipop),Android 5.1 (Lollipop),,0
ZTE,Maven 2,2017/07,6.0.1 (Marshmallow),6.0.1 (Marshmallow),,0
Samsung,Galaxy J3 (2017),2017/06,Android 7.0 (Nougat),Android 9.0 (Pie),,0
LG,Phoenix 2,2016/04,Android 6.0 (Marshmallow),Android 7.0 (Nougat),https://www.gsmarena.com/lg_k8-7927.php,0
Samsung,Galaxy J7 Perx,2017/03,Android 7.0.1 (Nougat),Android 7.0.1 (Nougat),https://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,0
Samsung,Galaxy Express prime,2016/04,Android 6.0 (Marshmallow),Android 6.0 (Marshmallow),https://www.gsmarena.com/samsung_galaxy_express_prime-8022.php,0
Samsung,Galaxy Express 3,2016/01,Android 5.1.1 (Lollipop),Android 5.1.1 (Lollipop),https://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,0
LG,Phoenix 3,2016/12,Android 6.0.1 (Marshmallow),Android 6.0.1 (Marshmallow),https://www.gsmarena.com/lg_k4_(2017)-8489.php,0
Samsung,Galaxy J3 (2016),2015/11,Android 5.1.1 (Lollipop), 7.1.1 (Nougat),https://www.gsmarena.com/samsung_galaxy_j3_(2016)-7760.php,0
LG,K20(2019),2019/08,Android 9.0 (Pie),Android 9.0 (Pie),https://www.gsmarena.com/lg_k20_(2019)-9828.php,0
Samsung,Galaxy Tab S2,2015/07,N/A,N/A,https://www.gsmarena.com/samsung_galaxy_tab_s2_8_0-7439.php,0
Motorola,Moto X,2013/08,Android 4.3.1 (Jelly Bean),Android 5.1 (Lollipop),https://www.gsmarena.com/motorola_moto_x-5601.php,0
LG,Stylo 4,2018/06,N/A,N/A,https://www.gsmarena.com/lg_q_stylo_4-9251.php,0
HTC,10,2016/04,N/A,N/A,https://www.gsmarena.com/htc_10-7884.php,0
LG,G Pad X 8.0,2016/06,N/A,N/A,https://www.gsmarena.com/lg_g_pad_x_8_0-8081.php,0
Samsung,Galaxy Tab S,2014/06,N/A,N/A,https://www.gsmarena.com/samsung_galaxy_tab_s_8_4-6439.php,0
Asus,Google Nexus 7 (2013),2013/07,N/A,N/A,https://www.gsmarena.com/asus_google_nexus_7_(2013)-5600.php,0
LG,LG Aristo 2 PLUS,2018/06,N/A,N/A,https://www.androidpolice.com/2018/06/11/t-mobiles-lg-aristo-2-plus-launching-june-15th-android-7-1-nougat/,0
LG,LG Phoenix 4,2018/09,N/A,N/A,https://www.gizmochina.com/product/lg-phoenix-4/,0
LG,Leon,2015/02,N/A,N/A,https://www.gsmarena.com/lg_leon-7053.php,0
HTC,HTC One,2013/03,N/A,N/A,https://www.gsmarena.com/htc_one-5313.php,0
Samsung,Galaxy Note 10.1 (2014),2013/09,N/A,N/A,https://www.gsmarena.com/lg_q7-9206.php#q7-plus,0
LG,ZONE 4,2018/03,N/A,N/A,https://www.gsmarena.com/lg_zone_4-9122.php,0
Samsung,Galaxy Light,2013/10,N/A,N/A,https://www.gsmarena.com/samsung_galaxy_light-5786.php,0
Samsung,Galaxy Tab 4,2014/05,N/A,N/A,https://www.gsmarena.com/samsung_galaxy_tab_4_7_0-6251.php,0
Samsung,Galaxy Tab A 8.0 (2018),2018/09,N/A,N/A,https://www.gsmarena.com/samsung_galaxy_tab_a_8_0_(2018)-9665.php,0
LG,X charge,2017/06,N/A,N/A,https://www.gsmarena.com/lg_x_power2-8584.php,0
ZTE,ZMAX,2014/09,N/A,N/A,https://www.gsmarena.com/zte_zmax-6697.php,0
Asus,ZenFone AR,2017/06,N/A,N/A,https://www.gsmarena.com/asus_zenfone_ar_zs571kl-8502.php,0
Kyocera,DuraForce Pro,2016/8,N/A,N/A,https://www.phonearena.com/news/Tough-Kyocera-DuraForce-PRO-launches-on-AT-T-this-week-action-camera-in-tow_id84646,0
Huawei,Huawei Ascend XT,2016/10,N/A,N/A,https://www.pdevice.com/product/huawei-ascend-xt-specs,0
Sony,Sony Xperia Z1S,2014/01,N/A,N/A,https://www.gsmarena.com/sony_xperia_z1s-5950.php,0
Samsung,Galaxy J7 (2nd Gen.),2018/07,,,https://www.gizmochina.com/product/samsung-galaxy-j7-v-2nd-gen/,0
Samsung,Galaxy J3 (3rd Gen.),2018/06,,,https://www.gsmarena.com/samsung_galaxy_j3_(2018)-8928.php,0
Nokia,Nokia 2 V,2018/08,,,https://www.gsmarena.com/nokia_2_1-9216.php,0
Motorola,Moto e4 gold,2017/06,,,https://www.gsmarena.com/motorola_moto_e4-8721.php,0
Motorola,Moto e5 go,2018/08,,,https://www.gsmarena.com/motorola_moto_e5_play_go-9270.php,0
Motorola,Moto z3,2018/08,,,https://www.gsmarena.com/motorola_moto_z3-9283.php,0
Alcatel,Alcatel OneTouch IDEAL,2016/09,,,http://phonedb.net/index.php?m=device&id=10747&c=alcatel_one_touch_ideal_lte_na_4060a,0
Alcatel,Alcatel IdealXCITE,2017/06,,,https://www.pdevice.com/product/alcatel-idealxcite-price-specs,0
Alcatel,Alcatel CAMEOX,2017/10,,,https://www.pdevice.com/product/alcatel-cameox-price-specs,0
T-Mobile,REVVL 2 PLUS,2018/11,,,https://www.t-mobile.com/news/new-t-mobile-revvl2,0
Palm,Palm,2018/11,,,https://www.gsmarena.com/palm_palm-9290.php,0
Samsung,Galaxy Tab E (8.0 - Refresh),2015/07,,,https://www.gsmarena.com/samsung_galaxy_tab_e_9_6-7295.php,0
Google,Pixel 4 XL,2019/10,,,https://www.gsmarena.com/google_pixel_4_xl-9895.php,0
Kyocera,DuraForce PRO 2,2018/11,,,https://www.gsmarena.com/kyocera_duraforce_pro_2-9407.php,0
T-Mobile,REVVL 2,2018/11,,,https://www.t-mobile.com/news/new-t-mobile-revvl2,0
LG,V50 ThinQ 5G,2019/05,,,https://www.gsmarena.com/lg_v50_thinq_5g-9607.php,0
Samsung,Galaxy Tab S6,2019/08,,,https://www.gsmarena.com/samsung_galaxy_tab_s6-9781.php,0
LG,Tribute Dynasty,2018/01,,,https://www.phonearena.com/phones/LG-Tribute-Dynasty_id10783,0
ZTE,ZTE Axon M,2017/11,,,https://www.gsmarena.com/zte_axon_m-8902.php,0
Samsung,Galaxy A10e,2019/08,,,https://www.gsmarena.com/samsung_galaxy_a10e-9790.php,0
Samsung,Galaxy J3 Mission,2018/07,,,https://www.reviewcellular.com/samsung-reviews/verizon/phones/samsung-galaxy-j3-mission,0
LG,LG Stylo 4+,2018/06,,,https://www.gsmarena.com/lg_q_stylo_4-9251.php,0
ZTE,ZMAX Pro,2016/07,,,https://www.gsmarena.com/zte_zmax_pro-8096.php,0
Google,Pixel 4,2019/10,,,https://www.gsmarena.com/google_pixel_4-9896.php,0
ZTE,Zinger,2014/10,,,https://www.gsmarena.com/zte_zinger-7156.php,0
Samsung,Galaxy Express Prime 3,2016/01,,,https://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,0
LG,LG Stylo 5,2019/06,,,https://www.gsmarena.com/lg_stylo_5-9758.php,0
Samsung,Galaxy J3,2016/01,,,https://www.gsmarena.com/samsung_galaxy_j3_(2016)-7760.php,0
Samsung,Galaxy J3 Achieve,2018/06,,,https://community.sprint.com/t5/Buzz-About-Wireless/Introducing-the-Samsung-Galaxy-J3-Achieve-SM-J337P/ba-p/1008532,0
Samsung,Galaxy A50,2019/03,,,https://www.gsmarena.com/samsung_galaxy_a50-9554.php,0
Orbic,Wonder,2018/11,,,https://theinformr.com/cell-phones/orbic-wonder/,0
Samsung,Galaxy A20,2019/04,,,https://www.gsmarena.com/samsung_galaxy_a20-9640.php,0
RED,RED Hydrogen One,2018/11,,,https://www.gsmarena.com/_red_hydrogen_one-9396.php,0
LG,LG G Vista 2,2015/10,,,https://gadgets.ndtv.com/lg-g-vista-2-3059,0
OnePlus,7 Pro,2019/05,,,https://www.gsmarena.com/oneplus_7_pro-9689.php,0
Motorola,Moto z4,2019/06,,,https://www.gsmarena.com/motorola_moto_z4-9691.php,0
Motorola,Moto Z Play Droid Edition,2016/09,,,https://www.gsmarena.com/motorola_moto_z_play-8310.php,0
LG,LG Stylo 2 V,2016/04,,,https://www.gsmarena.com/lg_stylo_2-8085.php,0
Kyocera,DuraForce PRO with Sapphire Shield,2016/09,,,https://www.phonearena.com/news/Tough-Kyocera-DuraForce-PRO-launches-on-AT-T-this-week-action-camera-in-tow_id84646,0
Sonim,XP8,2018/05,,,https://www.gsmarena.com/sonim_xp8-9147.php,0
HTC,Desire 530,2016/03,,,https://www.gsmarena.com/htc_desire_530-7940.php,0
ZTE,Obsidian,2015/08,,,https://www.gsmarena.com/tmobile_unveils_zte_obsidian_out_on_august_13_for_9999-news-13421.php,0
ZTE,Blade Vantage,2017/10,,,https://www.phonearena.com/phones/ZTE-Blade-Vantage_id10691,0
ASUS,ZenFone V Live,2017/11,,,https://www.phonearena.com/phones/Asus-ZenFone-V-Live_id10742,0
Verizon,GizmoTab,2016/12,,,https://www.verizon.com/about/news/verizon-unveils-gizmotab--ultimate-learning-experience-kids,0
Verizon,Ellipsis 8 HD,2016/11,,,https://www.phonearena.com/phones/Verizon-Wireless-Ellipsis-8-HD_id10677,0
Alcatel,"3T 8""",2018/10,,,https://www.phonearena.com/phones/Alcatel-3T-8_id11022,0
Verizon,Ellipsis 10 HD,2015/11,,,https://www.digitaltrends.com/mobile/verizon-ellipsis-10-tablet-news/,0
T-Mobile,REVVL,2017/08,,,https://www.phonearena.com/phones/T-Mobile-REVVL_id10627,0
Alcatel,ONETOUCH Pixi 7,2014/07,,,https://www.gsmarena.com/alcatel_pixi_7-6164.php,0
Motorola,Moto Z Force Droid Edition,2016/09,,,https://www.gsmarena.com/motorola_moto_z_force-8093.php,0
LG,K20,2016/12,Android 7.0 (Nougat),Android 7.0 (Nougat),https://www.gsmarena.com/lg_k20_plus-8678.php,0
LG,K20 V,2017/03,,,https://www.phonearena.com/phones/LG-K20-V_id10476,0
HTC,One M8,2014/03,,,https://www.gsmarena.com/htc_one_(m8)-6074.php,0
Motorola,Moto Z Droid Edition,2016/09,,,https://www.gsmarena.com/motorola_moto_z-8094.php,0
Samsung,Galaxy Tab S3,2017/04,,,https://www.gsmarena.com/samsung_galaxy_tab_s3_9_7-8554.php,0
HTC,U 11,2017/06,,,https://www.gsmarena.com/htc_u11-8630.php,0
HTC,One A9,2015/11,,,https://www.gsmarena.com/htc_one_a9-7576.php,0
Kyocera,LTE,2017/09,,,https://www.phonearena.com/phones/Kyocera-DuraXV-LTE_id10714,0
Motorola,Moto X Pure Edition,2015/09,,,https://www.gsmarena.com/motorola_moto_x_style-7229.php,0
ASUS,ZenFone V,2017/09,,,https://www.gsmarena.com/asus_zenfone_v_v520kl-8866.php,0
LG,Exalt LTE,2017/06,,,https://www.phonearena.com/phones/LG-Exalt-LTE_id10579,0
ASUS,ZenPad Z10,2016/10,,,https://www.gsmarena.com/asus_zenpad_z10_zt500kl-8370.php,0
HTC,U11 life,2017/12,,,https://www.gsmarena.com/htc_u11_life-8885.php,0
ASUS,ZenPad Z8s,2017/08,,,https://www.gsmarena.com/asus_zenpad_z8s_zt582kl-8801.php,0
LG,Optimus L90,2014/03,,,https://www.phonearena.com/phones/LG-L90_id8416,0
Alcatel,Fierce XL,2015/11,,,https://www.gsmarena.com/alcatel_fierce_xl-7720.php,0
Alcatel,ONETOUCH Fierce 2,2014/09,,,https://www.gsmarena.com/alcatel_fierce_2-7154.php,0
LG,K4,2016/02,,,https://www.gsmarena.com/lg_k4-7883.php,0
CAT,S48C,2018/11,,,https://www.phonearena.com/phones/CAT-S48c_id11038,0
LG,Tribute HD,2016/10,,,https://www.phonearena.com/phones/LG-Tribute-HD_id10283,0
Coolpad,Illumina,2018/10,,,https://www.phonearena.com/phones/Coolpad-illumina_id11029,0
LG,K8 V,2016/06,,,https://www.phonearena.com/phones/LG-K8V_id10118,0
LG,X power,2016/09,,,https://www.gsmarena.com/lg_x_power-8133.php,0
Samsung,Galaxy Tab 3 7.0,2013/07,,,https://www.gsmarena.com/samsung_galaxy_tab_3_7_0-5422.php,0
Samsung,Galaxy Tab A 10.5,2018/08,,,https://www.gsmarena.com/samsung_galaxy_tab_a_10_5-9263.php,0
T-Mobile,REVVL PLUS,2017/11,,,https://www.phonearena.com/phones/T-Mobile-Revvl-Plus_id10741,0
Samsung,Galaxy J7 Refine,2018/07,,,https://www.gsmarena.com/samsung_galaxy_j7_(2018)-9234.php,0
Nokia,3 V,2019/08,,,https://www.phonearena.com/phones/Nokia-3-V_id11230,0
Samsung,Galaxy Note,2012/08,,,https://www.gsmarena.com/samsung_galaxy_note_t879-4952.php,0
ZTE,Avid Plus,2016/01,,,https://www.gsmarena.com/zte_avid_plus-7853.php,0
Motorola,Moto e6,2019/08,,,https://www.gsmarena.com/motorola_moto_e6-9682.php,0
Samsung,Galaxy Tab S5e,2019/04,,,https://www.gsmarena.com/samsung_galaxy_tab_s5e-9581.php,0
Samsung,Gear S2 classic 3G,2016/04,,,https://www.gsmarena.com/samsung_gear_s2_classic_3g-7934.php,0
HTC,Desire 526,2015/08,,,https://www.gsmarena.com/htc_desire_526-7419.php,0
HP,Slate 8 Tablet,2015/01,,,https://www.gsmarena.com/hp_pro_slate_8-6962.php,0
HP,Slate 10,2015/01,,,https://www.gsmarena.com/hp_pro_slate_10_ee_g1-6964.php,0
HTC,Desire 626,2015/03,,,https://www.gsmarena.com/htc_desire_626-6968.php,0
Samsung,Galaxy Tab E (8.0),2016/01,,,https://www.gsmarena.com/samsung_galaxy_tab_e_8_0-7879.php,0
HTC,One E8,2014/06,,,https://www.gsmarena.com/htc_one_(e8)-6397.php,0
Samsung,Galaxy Tab E (9.6),2015/07,,,https://www.gsmarena.com/samsung_galaxy_tab_e_9_6-7295.php,0
Huawei,Huawei Ascend XT2,2017/07,,,https://www.gsmarena.com/huawei_y7-8687.php,0
Kyocera,Cadence,2017/09,,,https://www.phonearena.com/phones/Kyocera-Cadence-LTE_id10675,0
Kyocera,Hydro Vibe,2014/05,,,https://www.phonearena.com/phones/Kyocera-Hydro-VIBE_id8641,0
Kyocera,Hydro Wave,2015/07,,,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,0
Samsung,Galaxy Tab 4 (8.0),2014/06,,,https://www.gsmarena.com/samsung_galaxy_tab_4_8_0_lte-6240.php,0
Coolpad,Legacy Go,2019/05,,,https://www.gizmochina.com/product/coolpad-legacy-go/,0
BlackBerry,Z10,2013/01,,,https://www.gsmarena.com/blackberry_z10-5251.php,0
Coolpad,Catalyst,2016/06,,,https://www.phonearena.com/phones/Coolpad-Catalyst_id10115,0
Sonim,XP5s,2018/04,,,https://www.phonearena.com/phones/Sonim-XP5s_id10864,0
ZTE,Concord II,2014/05,,,https://www.phonearena.com/phones/T-Mobile-Concord-II_id8661,0
ZTE,Avid Trio,2016/11,,,https://www.phonearena.com/phones/ZTE-Avid-Trio_id10315,0
ASUS,ZenPad Z8,2016/06,,,https://www.phonearena.com/phones/Asus-ZenPad-Z8_id10134,0
Verizon,Ellipsis Kids,2014/11,,,https://www.phonearena.com/phones/Verizon-Wireless-Ellipsis-8_id9068,0
Verizon,Ellipsis 8,2014/11,,,https://www.phonearena.com/phones/Verizon-Wireless-Ellipsis-8_id9068,0
Verizon,Ellipsis 10,2015/11,,,https://www.phonearena.com/phones/Verizon-Wireless-Ellipsis-10_id9791,0
Alcatel,Alcatel TETRA,2018/09,,,https://www.phonearena.com/phones/Alcatel-Tetra_id10992,0
Alcatel,Avalon,2019/04,,,https://www.phonearena.com/phones/Alcatel-Avalon-V_id11167,0
Sony,Xperia Z3v,2014/10,,,https://www.gsmarena.com/sony_xperia_z3v-6796.php,0
Sony,Xperia Z3,2014/09,,,https://www.gsmarena.com/sony_xperia_z3-6539.php,0
Sony,Xperia Z2 Tablet,2014/07,,,https://en.wikipedia.org/wiki/Sony_Xperia_Z2_tablet,0
Sony,Sony Xperia Z1S,2014/01,,,https://www.gsmarena.com/sony_xperia_z1s-5950.php,0
Alcatel,ONETOUCH Pop 7,2014/01,,,https://www.phonearena.com/phones/Alcatel-OneTouch-POP-7_id8271,0
Alcatel,POP Astro,2015/04,,,https://www.phonearena.com/phones/Alcatel-OneTouch-POP-Astro_id9380,0
BlackBerry,Classic,2014/12,,,https://www.gsmarena.com/blackberry_classic-6458.php,0
BlackBerry,Z30,2013/10,,,https://www.gsmarena.com/blackberry_z30-5711.php,0
Kyocera,Brigadier,2014/07,,,https://www.gsmarena.com/kyocera_brigadier-6602.php,0
Motorola,Moto Z2 Force,2017/08,,,https://www.gsmarena.com/motorola_moto_z2_force-8693.php,0
Samsung,Galaxy Tab 4 (10.1),2014/06,,,https://www.gsmarena.com/samsung_galaxy_tab_4_10_1_lte-6239.php,0
Samsung,GS7 Special Edition,2016/03,,,https://www.gsmarena.com/samsung_galaxy_s7_(usa)-7960.php,0
LG,LG Prime 2,2019/9,,,https://theinformr.com/cell-phones/lg-prime-2/,0
LG,LG Stylo 2,2016/05,,,https://www.phonearena.com/phones/LG-Stylo-2_id10327,0
Samsung,Galaxy J1,2015/01,,,https://www.phonearena.com/phones/Samsung-Galaxy-J1_id9146,0
LG,LG Stylo 5+,2019/10,,,https://www.phonearena.com/phones/LG-Stylo-5+_id11279,0
LG,LG V30,2017/09,,,https://www.gsmarena.com/lg_v30-8712.php,0
LG,LG V35 ThinQ,2018/06,,,https://www.gsmarena.com/lg_v35_thinq-9191.php,0
LG,Lucid3,2014/04,,,https://www.gsmarena.com/lg_lucid_3_vs876-6326.php,0
LG,Optimus Zone 3,2016/01,,,https://www.phonearena.com/phones/LG-Optimus-Zone-3_id9890,0
Motorola,Moto X (2nd Gen.),2014/09,,,https://www.gsmarena.com/motorola_moto_x_(2nd_gen)-6649.php,0
Samsung,GS7 Edge Special Edition,2016/03,,,https://www.gsmarena.com/samsung_galaxy_s7_edge-7945.php,0
